number,year,country,activity,sex,age,fatal_clean,decade,century
62201,2015,AUSTRALIA,Surfing,M,35.0,0,2010,21
62202,2015,AUSTRALIA,Bodysurfing,M,24.0,0,2010,21
62203,2015,AUSTRALIA,Rowing,M,57.0,0,2010,21
62204,2015,USA,Shark fishing,M,20.0,0,2010,21
62205,2015,AUSTRALIA,Surfing,M,24.0,0,2010,21
62206,2015,SOUTH AFRICA,Floating,M,24.0,0,2010,21
62207,2015,USA,Fishing,M,24.0,0,2010,21
62208,2015,AUSTRALIA,Surfing & filming dolphins,F,24.0,0,2010,21
62209,2015,AUSTRALIA,Fishing,M,24.0,0,2010,21
62210,2015,AUSTRALIA,Filming,M,17.0,0,2010,21
62211,2015,USA,Swimming after falling overboard,M,38.0,0,2010,21
62212,2015,BAHAMAS,Snorkeling,F,34.0,0,2010,21
62213,2015,SOUTH AFRICA,Surfing,M,15.0,0,2010,21
62214,2015,USA,Unknown,M,12.0,0,2010,21
62215,2014,AUSTRALIA,Surfing,Unknown,24.0,0,2010,21
62216,2014,AUSTRALIA,Spearfishing,M,17.0,1,2010,21
62217,2014,GREECE,Unknown,Unknown,24.0,0,2010,21
62218,2014,SOUTH AFRICA,Swimming,Unknown,24.0,0,2010,21
62219,2014,USA,Surfing,M,50.0,0,2010,21
62220,2014,AUSTRALIA,Fishing,M,40.0,0,2010,21
62221,2014,JAPAN,Diving / Filming,M,24.0,0,2010,21
62222,2014,AUSTRALIA,Spearfishing,M,17.0,1,2010,21
62223,2014,SPAIN,Fishing for blue sharks,M,24.0,0,2010,21
62224,2014,AUSTRALIA,Surfing,M,13.0,0,2010,21
62225,2014,MAURITIUS,Fishing,M,39.0,1,2010,21
62226,2014,AUSTRALIA,Fishing,M,24.0,0,2010,21
62227,2014,USA,Unknown,Unknown,24.0,0,2010,21
62228,2014,USA,Surfing,M,44.0,0,2010,21
62229,2014,USA,Snorkeling,M,53.0,0,2010,21
62230,2014,AUSTRALIA,Surfing,M,24.0,0,2010,21
62231,2014,USA,Surfing,M,18.0,0,2010,21
62232,2014,USA,Surfing,F,34.0,0,2010,21
62233,2014,AUSTRALIA,Surfing,M,20.0,0,2010,21
62234,2014,USA,Stand-Up Paddleboarding,F,24.0,0,2010,21
62235,2014,USA,Stand-Up Paddleboarding,M,24.0,0,2010,21
62236,2014,USA,Canoeing,F,24.0,0,2010,21
62237,2014,USA,Surfing,M,24.0,0,2010,21
62238,2014,AUSTRALIA,Surfing,F,13.0,0,2010,21
62239,2014,USA,Standing in inner tube,F,7.0,0,2010,21
62240,2014,USA,Body surfing or Boogie boarding,F,24.0,0,2010,21
62241,2014,AUSTRALIA,Kayaking,M,24.0,0,2010,21
62242,2014,USA,Surfing,M,29.0,0,2010,21
62243,2014,USA,Fishing,F,40.0,0,2010,21
62244,2014,USA,Surfing,M,15.0,0,2010,21
62245,2014,USA,Kayaking,M,24.0,0,2010,21
62246,2014,USA,Kayaking,M,24.0,0,2010,21
62247,2014,USA,Surfing,M,28.0,0,2010,21
62248,2014,AUSTRALIA,Surfing,M,23.0,0,2010,21
62249,2014,USA,Surfing,M,24.0,0,2010,21
62250,2014,FRENCH POLYNESIA,Feeding fish,F,36.0,0,2010,21
62251,2014,USA,Surfing,M,24.0,0,2010,21
62252,2014,AUSTRALIA,Swimming,M,50.0,1,2010,21
62253,2014,USA,Fishing,M,43.0,0,2010,21
62254,2014,USA,Kayaking,F,20.0,0,2010,21
62255,2014,USA,Fishing,M,52.0,0,2010,21
62256,2014,SPAIN,Playing with an air mattress,M,16.0,0,2010,21
62257,2014,USA,Body surfing,F,13.0,0,2010,21
62258,2014,USA,Surfing,M,17.0,0,2010,21
62259,2014,USA,Unknown,Unknown,24.0,0,2010,21
62260,2014,USA,Fishing,M,33.0,0,2010,21
62261,2014,SPAIN,Swimming,F,30.0,0,2010,21
62262,2014,USA,Surfing,M,29.0,0,2010,21
62263,2014,USA,Standing,F,24.0,0,2010,21
62264,2014,USA,Fishing for sharks,M,24.0,0,2010,21
62265,2014,USA,Kite boarding,Unknown,24.0,0,2010,21
62266,2014,AUSTRALIA,Spearfishing,M,31.0,0,2010,21
62267,2014,USA,Standing,M,24.0,0,2010,21
62268,2014,USA,Unknown,M,26.0,0,2010,21
62269,2014,BAHAMAS,Spearfishing,M,24.0,0,2010,21
62270,2014,USA,Swimming,F,10.0,0,2010,21
62271,2014,USA,Swimming,M,7.0,0,2010,21
62272,2014,USA,Boogie boarding,M,10.0,0,2010,21
62273,2014,USA,Swimming,F,45.0,0,2010,21
62274,2014,USA,Surfing,M,50.0,0,2010,21
62275,2014,USA,Boogie boarding,M,8.0,0,2010,21
62276,2014,SOUTH AFRICA,Surfing,M,20.0,0,2010,21
62277,2014,Unknown,Sea disaster,M,24.0,0,2010,21
62278,2014,USA,Swimming,M,24.0,0,2010,21
62279,2014,REUNION,Surfing,M,51.0,0,2010,21
62280,2014,USA,Standing,M,8.0,0,2010,21
62281,2014,SPAIN,Wading,Unknown,24.0,0,2010,21
62282,2014,USA,Swimming,M,61.0,0,2010,21
62283,2014,USA,Swimming,M,39.0,0,2010,21
62284,2014,BAHAMAS,Shark diving,M,63.0,0,2010,21
62285,2014,USA,Body surfing,M,24.0,0,2010,21
62286,2014,USA,Surfing,M,14.0,0,2010,21
62287,2014,USA,Swimming,M,24.0,0,2010,21
62288,2014,USA,Surfing,M,24.0,0,2010,21
62289,2014,USA,Body surfing,M,19.0,0,2010,21
62290,2014,ST. MARTIN,Transatlantic Rowing,M,48.0,0,2010,21
62291,2014,BAHAMAS,Spearfishing,M,42.0,0,2010,21
62292,2014,AUSTRALIA,Surfing,M,24.0,0,2010,21
62293,2014,AUSTRALIA,Body boarding,M,15.0,0,2010,21
62294,2014,AUSTRALIA,Petting a shark,M,24.0,0,2010,21
62295,2014,BRAZIL,Fishing,M,43.0,0,2010,21
62296,2014,USA,Standing,M,16.0,0,2010,21
62297,2014,AUSTRALIA,Body boarding,M,39.0,0,2010,21
62298,2014,JAPAN,Surfing,M,43.0,0,2010,21
62299,2014,USA,Kneeling in the water,F,14.0,0,2010,21
62300,2014,USA,Swimming,F,22.0,0,2010,21
62301,2014,AUSTRALIA,Surfing,M,24.0,0,2010,21
62302,2014,USA,Tagging sharks,F,37.0,0,2010,21
62303,2014,AUSTRALIA,Fell into the water,F,29.0,0,2010,21
62304,2014,FRANCE,Scuba diving,M,24.0,0,2010,21
62305,2014,AUSTRALIA,Teasing a shark,M,10.0,0,2010,21
62306,2014,USA,Body boarding,F,38.0,0,2010,21
62307,2014,AUSTRALIA,Surfing,M,35.0,0,2010,21
62308,2014,USA,Wading,F,44.0,0,2010,21
62309,2014,USA,Surfing,M,12.0,0,2010,21
62310,2014,USA,Diving,M,24.0,0,2010,21
62311,2014,USA,Swimming,F,40.0,0,2010,21
62312,2014,SOUTH AFRICA,Diving,Unknown,24.0,0,2010,21
62313,2014,USA,Surfing,M,23.0,0,2010,21
62314,2014,AUSTRALIA,Spearfishing,M,24.0,0,2010,21
62315,2014,USA,Swimming,M,42.0,0,2010,21
62316,2014,USA,Wading,M,25.0,0,2010,21
62317,2014,SOUTH AFRICA,Shark watching,Unknown,24.0,0,2010,21
62318,2014,SOUTH AFRICA,Fishing,M,24.0,0,2010,21
62319,2014,USA,Surfing,M,24.0,0,2010,21
62320,2014,USA,Surfing,M,24.0,0,2010,21
62321,2014,AUSTRALIA,Swimming,F,63.0,1,2010,21
62322,2014,AUSTRALIA,Diving for lobsters,M,38.0,0,2010,21
62323,2014,SOUTH AFRICA,Swimming,M,66.0,1,2010,21
62324,2014,USA,Kite Surfing,M,24.0,0,2010,21
62325,2014,USA,Surfing,M,9.0,0,2010,21
62326,2014,NEW CALEDONIA,Kite Surfing,M,42.0,0,2010,21
62327,2014,AUSTRALIA,Surfing,M,42.0,0,2010,21
62328,2014,AUSTRALIA,Unknown,F,10.0,0,2010,21
62329,2014,AUSTRALIA,Swimming,M,24.0,0,2010,21
62330,2014,CAYMAN ISLANDS,Scuba diving / culling lionfish,M,24.0,0,2010,21
62331,2014,USA,Surfing,M,21.0,0,2010,21
62332,2014,FRENCH POLYNESIA,Kitesurfing,M,21.0,0,2010,21
62333,2014,PAPUA NEW GUINEA,Sailing,M,21.0,0,2010,21
62334,2014,AUSTRALIA,Spearfishing / Free diving,M,28.0,1,2010,21
62335,2014,TRINIDAD & TOBAGO,Fishing,M,24.0,0,2010,21
62336,2014,NEW ZEALAND,Surfing,M,28.0,0,2010,21
62337,2014,AUSTRALIA,Fishing,M,24.0,0,2010,21
62338,2014,NEW ZEALAND,Spearfishing,M,24.0,0,2010,21
62339,2014,JAPAN,Sea disaster,M,31.0,0,2010,21
62340,2014,USA,Free diving / Photographing pilot whales,M,24.0,0,2010,21
62341,2014,NEW ZEALAND,Filming a documentary,Unknown,24.0,0,2010,21
62342,2013,NEW CALEDONIA,Snorkeling,M,37.0,0,2010,21
62343,2013,SOUTH AFRICA,Surfing,M,19.0,0,2010,21
62344,2013,KIRIBATI,Attempting to remove fishing net from submerged object,M,35.0,0,2010,21
62345,2013,USA,Boogie boarding,M,29.0,0,2010,21
62346,2013,USA,Surfing,M,30.0,0,2010,21
62347,2013,AUSTRALIA,Surfing,M,26.0,0,2010,21
62348,2013,USA,Kayaking / Fishing,M,57.0,1,2010,21
62349,2013,AUSTRALIA,Body boarding,M,19.0,1,2010,21
62350,2013,USA,Snorkeling,F,58.0,0,2010,21
62351,2013,AUSTRALIA,Surfing,M,35.0,1,2010,21
62352,2013,USA,Surfing,M,25.0,0,2010,21
62353,2013,AUSTRALIA,Surfing,M,24.0,0,2010,21
62354,2013,BAHAMAS,Shark fishing,M,77.0,0,2010,21
62355,2013,USA,Body boarding,M,16.0,0,2010,21
62356,2013,USA,Surfing,M,24.0,0,2010,21
62357,2013,USA,Kiteboarding,M,46.0,0,2010,21
62358,2013,AUSTRALIA,Snorkeling,F,60.0,0,2010,21
62359,2013,REUNION,Body boarding,M,24.0,0,2010,21
62360,2013,AUSTRALIA,Diving for crayfish,M,24.0,0,2010,21
62361,2013,AUSTRALIA,Surfing,M,41.0,0,2010,21
62362,2013,USA,Diving,M,45.0,0,2010,21
62363,2013,USA,Surfing,M,25.0,0,2010,21
62364,2013,USA,Wading,M,6.0,0,2010,21
62365,2013,SOUTH AFRICA,Swimming / snorkeling,M,74.0,1,2010,21
62366,2013,AUSTRALIA,Diving for Abalone,M,55.0,0,2010,21
62367,2013,USA,Surfing,M,45.0,0,2010,21
62368,2013,USA,Wading,M,12.0,0,2010,21
62369,2013,USA,Surfing,M,50.0,0,2010,21
62370,2013,ISRAEL,Diving,M,27.0,0,2010,21
62371,2013,USA,Standing,M,7.0,0,2010,21
62372,2013,USA,Swimming,M,45.0,0,2010,21
62373,2013,USA,Surfing,M,24.0,0,2010,21
62374,2013,USA,Swimming,M,21.0,0,2010,21
62375,2013,USA,Surfing,F,13.0,0,2010,21
62376,2013,USA,Unknown,F,24.0,0,2010,21
62377,2013,USA,Surfing,M,43.0,0,2010,21
62378,2013,USA,Standing,M,25.0,0,2010,21
62379,2013,USA,Swimming,M,17.0,0,2010,21
62380,2013,USA,Unknown,M,3.0,0,2010,21
62381,2013,BAHAMAS,Unknown,M,24.0,0,2010,21
62382,2013,USA,Casting a net,M,9.0,0,2010,21
62383,2013,BAHAMAS,Spearfishing,M,24.0,0,2010,21
62384,2013,USA,Swimming,M,24.0,0,2010,21
62385,2013,USA,Marathon swimming,F,47.0,0,2010,21
62386,2013,FRANCE,Longline fishing for sharks,M,50.0,0,2010,21
62387,2013,USA,Boogie boarding,F,11.0,0,2010,21
62388,2013,AUSTRALIA,Wrangling a shark,M,24.0,0,2010,21
62389,2013,USA,Surfing,M,16.0,0,2010,21
62390,2013,USA,Surfing,F,24.0,0,2010,21
62391,2013,USA,Snorkeling,F,20.0,1,2010,21
62392,2013,USA,Kiteboarding,F,19.0,0,2010,21
62393,2013,USA,Surfing,M,10.0,0,2010,21
62394,2013,SOUTH AFRICA,Attempting to free the shark,M,24.0,0,2010,21
62395,2013,USA,Fishing,M,17.0,0,2010,21
62396,2013,USA,Snorkeling,F,56.0,0,2010,21
62397,2013,USA,Swimming,M,32.0,0,2010,21
62398,2013,BAHAMAS,Spearfishing,M,40.0,0,2010,21
62399,2013,MEXICO,Wading,F,24.0,0,2010,21
62400,2013,USA,Surfing,M,18.0,0,2010,21
62401,2013,BAHAMAS,Cleaning fish,M,64.0,0,2010,21
62402,2013,BAHAMAS,Diving,M,50.0,0,2010,21
62403,2013,BRAZIL,Swimming,F,18.0,1,2010,21
62404,2013,USA,Walking in surf,F,50.0,0,2010,21
62405,2013,USA,Swimming,M,24.0,0,2010,21
62406,2013,REUNION,Swimming & snorkeling,F,15.0,1,2010,21
62407,2013,DIEGO GARCIA,Swimming,M,33.0,1,2010,21
62408,2013,USA,Wading,F,63.0,0,2010,21
62409,2013,SPAIN,Swimming,M,48.0,0,2010,21
62410,2013,AUSTRALIA,Body surfing,M,29.0,0,2010,21
62411,2013,TAIWAN,Fishing,M,24.0,0,2010,21
62412,2013,JAMAICA,Unknown,M,20.0,0,2010,21
62413,2013,USA,Kayaking / Fishing,M,24.0,0,2010,21
62414,2013,USA,Swimming,M,24.0,0,2010,21
62415,2013,USA,Swimming,M,14.0,0,2010,21
62416,2013,USA,Swimming,M,28.0,0,2010,21
62417,2013,USA,Swimming,M,15.0,0,2010,21
62418,2013,SOUTH AFRICA,Surfing,M,24.0,0,2010,21
62419,2013,USA,Surfing,F,24.0,0,2010,21
62420,2013,USA,Boogie Boarding,F,10.0,0,2010,21
62421,2013,USA,Fishing for sharks,M,58.0,0,2010,21
62422,2013,AUSTRALIA,Surfing,M,24.0,0,2010,21
62423,2013,USA,Diving,M,32.0,0,2010,21
62424,2013,USA,Swimming,M,11.0,0,2010,21
62425,2013,BRAZIL,Unknown,M,41.0,1,2010,21
62426,2013,PALESTINIAN TERRITORIES,Fishing,M,30.0,0,2010,21
62427,2013,ECUADOR,Surfing,M,29.0,0,2010,21
62428,2013,USA,Surfing,M,42.0,0,2010,21
62429,2013,REUNION,Body boarding,M,36.0,1,2010,21
62430,2013,USA,Surfing,M,16.0,0,2010,21
62431,2013,AUSTRALIA,Fishing,M,24.0,0,2010,21
62432,2013,MEXICO,Swimming,F,34.0,0,2010,21
62433,2013,AUSTRALIA,Fishing,M,51.0,0,2010,21
62434,2013,USA,Playing in the surf,M,9.0,0,2010,21
62435,2013,SOUTH AFRICA,Free diving,M,24.0,0,2010,21
62436,2013,USA,Surfing,M,21.0,0,2010,21
62437,2013,GUAM,Unknown,M,40.0,1,2010,21
62438,2013,FRENCH POLYNESIA,Kite boarding,M,53.0,0,2010,21
62439,2013,USA,Swimming,M,50.0,0,2010,21
62440,2013,AUSTRALIA,Unknown,M,24.0,0,2010,21
62441,2013,USA,Surfing,M,58.0,0,2010,21
62442,2013,AUSTRALIA,Surfing,M,47.0,0,2010,21
62443,2013,SEYCHELLES,Free diving,M,34.0,0,2010,21
62444,2013,BELIZE,Snorkeling,F,24.0,0,2010,21
62445,2013,BAHAMAS,Fly fishing,M,50.0,0,2010,21
62446,2013,SOUTH AFRICA,Fishing - 'tag & release',M,30.0,0,2010,21
62447,2013,SOUTH AFRICA,Surfing,M,24.0,0,2010,21
62448,2013,JAMAICA,Spearfishing,M,68.0,1,2010,21
62449,2013,AUSTRALIA,Spearfishing,M,28.0,0,2010,21
62450,2013,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,M,28.0,0,2010,21
62451,2013,SOUTH AFRICA,Swimming,M,39.0,0,2010,21
62452,2013,NEW ZEALAND,Swimming,M,46.0,1,2010,21
62453,2013,USA,Surfing,Unknown,24.0,0,2010,21
62454,2013,USA,Surfing,M,24.0,0,2010,21
62455,2013,USA,Surfing,M,16.0,0,2010,21
62456,2013,FRENCH POLYNESIA,Scuba diving,M,48.0,0,2010,21
62457,2013,JAMAICA,Unknown,M,18.0,0,2010,21
62458,2013,AUSTRALIA,Fishing,M,24.0,0,2010,21
62459,2013,AUSTRALIA,Surfing,M,24.0,0,2010,21
62460,2013,AUSTRALIA,Dragging stranded shark into deeper water,M,62.0,0,2010,21
62461,2013,USA,Surfing,M,43.0,0,2010,21
62462,2013,NEW ZEALAND,Spearfishing,M,24.0,0,2010,21
62463,2013,AUSTRALIA,Spearfishing / Free diving,M,26.0,0,2010,21
62464,2012,USA,Swimming,M,24.0,0,2010,21
62465,2012,AUSTRALIA,Surfing,M,23.0,0,2010,21
62466,2012,AUSTRALIA,Paddle boarding,M,29.0,0,2010,21
62467,2012,SOUTH AFRICA,Swimming,M,20.0,1,2010,21
62468,2012,AUSTRALIA,Surfing,M,32.0,0,2010,21
62469,2012,USA,Surfing,M,60.0,0,2010,21
62470,2012,AUSTRALIA,Spearfishing,M,31.0,0,2010,21
62471,2012,NEW ZEALAND,Scuba diving,F,25.0,0,2010,21
62472,2012,USA,Snorkeling,M,61.0,0,2010,21
62473,2012,AUSTRALIA,Unknown,M,20.0,0,2010,21
62474,2012,MEXICO,Swimming,M,32.0,1,2010,21
62475,2012,USA,Surfing,M,14.0,0,2010,21
62476,2012,USA,Diving,M,30.0,0,2010,21
62477,2012,USA,Surfing,M,43.0,0,2010,21
62478,2012,USA,Surfing,M,25.0,0,2010,21
62479,2012,USA,Swimming,F,51.0,0,2010,21
62480,2012,USA,Surfing,M,39.0,1,2010,21
62481,2012,USA,Unknown,F,35.0,0,2010,21
62482,2012,USA,Surfing,M,24.0,0,2010,21
62483,2012,USA,Paddle boarding,M,55.0,0,2010,21
62484,2012,USA,Unknown,M,24.0,0,2010,21
62485,2012,NIGERIA,Bathing,F,38.0,0,2010,21
62486,2012,USA,Windsurfing,M,42.0,0,2010,21
62487,2012,AUSTRALIA,Bodyboarding,M,11.0,0,2010,21
62488,2012,USA,Surfing,M,21.0,0,2010,21
62489,2012,USA,Surfing,M,22.0,0,2010,21
62490,2012,USA,Surfing,M,52.0,0,2010,21
62491,2012,TONGA,Swimming,F,29.0,0,2010,21
62492,2012,USA,Surfing,Unknown,19.0,0,2010,21
62493,2012,USA,Surfing,M,25.0,0,2010,21
62494,2012,USA,Swimming,M,24.0,0,2010,21
62495,2012,USA,Surfing,M,30.0,0,2010,21
62496,2012,USA,Surfing,M,37.0,0,2010,21
62497,2012,USA,Surfing,M,32.0,0,2010,21
62498,2012,USA,Boogie boarding,F,8.0,0,2010,21
62499,2012,USA,Spearfishing,Unknown,24.0,0,2010,21
62500,2012,USA,Swimming or boogie boarding,F,56.0,0,2010,21
62501,2012,SCOTLAND,Shark fishing,M,53.0,0,2010,21
62502,2012,AUSTRALIA,Surfing,M,34.0,0,2010,21
62503,2012,BRAZIL,Swimming,M,18.0,1,2010,21
62504,2012,USA,Wading or swimming,M,31.0,0,2010,21
62505,2012,AUSTRALIA,Fishing,Unknown,24.0,0,2010,21
62506,2012,USA,Free diving,M,56.0,0,2010,21
62507,2012,REUNION,Surfing,M,39.0,0,2010,21
62508,2012,FRENCH POLYNESIA,Spearfishing,M,24.0,0,2010,21
62509,2012,USA,Surfing,M,17.0,0,2010,21
62510,2012,AUSTRALIA,Surfing,M,48.0,0,2010,21
62511,2012,USA,Surfing,M,44.0,0,2010,21
62512,2012,USA,Body surfing,M,50.0,0,2010,21
62513,2012,USA,Unknown,M,12.0,0,2010,21
62514,2012,REUNION,Surfing,M,22.0,1,2010,21
62515,2012,TRINIDAD & TOBAGO,Swimming,M,24.0,0,2010,21
62516,2012,CANADA,Surfing,F,23.0,0,2010,21
62517,2012,AUSTRALIA,Surfing,M,24.0,1,2010,21
62518,2012,USA,Swimming,F,43.0,0,2010,21
62519,2012,BAHAMAS,Spearfishing,M,24.0,0,2010,21
62520,2012,AUSTRALIA,Scuba diving,F,42.0,0,2010,21
62521,2012,USA,Kayaking,M,52.0,0,2010,21
62522,2012,SOUTH AFRICA,Surfing,M,29.0,0,2010,21
62523,2012,CROATIA,Swimming,Unknown,60.0,0,2010,21
62524,2012,USA,Swimming,M,6.0,0,2010,21
62525,2012,USA,Surfing,M,26.0,0,2010,21
62526,2012,USA,Sitting in the water,F,16.0,0,2010,21
62527,2012,AUSTRALIA,Surfing,M,24.0,0,2010,21
62528,2012,USA,Swimming,M,12.0,0,2010,21
62529,2012,AUSTRALIA,Surf skiing,M,62.0,0,2010,21
62530,2012,USA,Standing,M,16.0,0,2010,21
62531,2012,USA,Wading,F,6.0,0,2010,21
62532,2012,USA,Fishing,M,23.0,0,2010,21
62533,2012,USA,Swimming,F,18.0,0,2010,21
62534,2012,USA,Swimming,M,24.0,0,2010,21
62535,2012,USA,Swimming,M,24.0,0,2010,21
62536,2012,USA,Swimming,M,16.0,0,2010,21
62537,2012,AUSTRALIA,Surfing,M,42.0,0,2010,21
62538,2012,ITALY,Attempting to rescue an injured & beached shark,M,57.0,0,2010,21
62539,2012,AUSTRALIA,Surf skiing,M,30.0,0,2010,21
62540,2012,USA,Surfing,F,12.0,0,2010,21
62541,2012,USA,Boogie Boarding,M,25.0,0,2010,21
62542,2012,USA,Wading,F,33.0,0,2010,21
62543,2012,MEXICO,Free diving / spearfishing,M,46.0,0,2010,21
62544,2012,USA,Surfing,M,22.0,0,2010,21
62545,2012,USA,Kayak Fishing,M,24.0,0,2010,21
62546,2012,FIJI,Spearfishing,M,20.0,0,2010,21
62547,2012,USA,Kayaking / Fishing,M,30.0,0,2010,21
62548,2012,USA,Swimming,F,47.0,0,2010,21
62549,2012,USA,Paddle boarding,F,15.0,0,2010,21
62550,2012,USA,Surfing,M,28.0,0,2010,21
62551,2012,SOUTH AFRICA,Body boarding,M,20.0,1,2010,21
62552,2012,AUSTRALIA,Kayaking,M,27.0,0,2010,21
62553,2012,USA,Surfing,M,28.0,0,2010,21
62554,2012,USA,Unknown,M,24.0,0,2010,21
62555,2012,AUSTRALIA,Scuba diving,M,33.0,1,2010,21
62556,2012,USA,Surfing,M,21.0,0,2010,21
62557,2012,AUSTRALIA,Crayfishing,Unknown,24.0,0,2010,21
62558,2012,AUSTRALIA,Surfing,M,20.0,0,2010,21
62559,2012,USA,Surfing,M,61.0,0,2010,21
62560,2012,USA,Surfing,F,15.0,0,2010,21
62561,2012,USA,Surfing,M,17.0,0,2010,21
62562,2012,NEW ZEALAND,Surfing,M,24.0,0,2010,21
62563,2012,AUSTRALIA,"Diving, feeding sharks",F,34.0,0,2010,21
62564,2012,REUNION,Body boarding,M,31.0,0,2010,21
62565,2012,USA,Kite Surfing,M,19.0,0,2010,21
62566,2012,SAUDI ARABIA,Attempting to Kite surf from Egypt to Saudi Arabia,M,42.0,0,2010,21
62567,2012,CHILE,Fishing (illegally),M,24.0,0,2010,21
62568,2012,USA,Kite Surfing,M,24.0,0,2010,21
62569,2012,AUSTRALIA,Fishing,M,24.0,0,2010,21
62570,2012,SOUTH AFRICA,Fishing,Unknown,24.0,0,2010,21
62571,2012,AUSTRALIA,Surfing,M,29.0,0,2010,21
62572,2012,USA,Snorkeling,Unknown,24.0,0,2010,21
62573,2012,AUSTRALIA,Snorkeling,M,26.0,0,2010,21
62574,2012,BAHAMAS,"Diving, photographing sharks",M,24.0,0,2010,21
62575,2012,TAIWAN,Fishing,M,24.0,0,2010,21
62576,2012,AUSTRALIA,Surfing,M,44.0,0,2010,21
62577,2012,SOUTH AFRICA,Swimming,M,25.0,1,2010,21
62578,2012,USA,Surfing,M,53.0,0,2010,21
62579,2012,AUSTRALIA,Surfing,M,28.0,0,2010,21
62580,2012,AUSTRALIA,Spearfishing,M,34.0,0,2010,21
62581,2011,USA,Unknown,M,24.0,0,2010,21
62582,2011,ANTIGUA,Swimming,M,24.0,0,2010,21
62583,2011,ECUADOR,Surfing,M,23.0,0,2010,21
62584,2011,USA,Surfing,M,27.0,0,2010,21
62585,2011,USA,Canoeing,M,24.0,0,2010,21
62586,2011,SOUTH AFRICA,Kayak Fishing,M,35.0,0,2010,21
62587,2011,AUSTRALIA,Surfing,M,51.0,0,2010,21
62588,2011,SOUTH AFRICA,Surf skiing,M,24.0,0,2010,21
62589,2011,AUSTRALIA,Surfing,M,14.0,0,2010,21
62590,2011,USA,Surfing,F,24.0,0,2010,21
62591,2011,AUSTRALIA,Spearfishing,Unknown,24.0,0,2010,21
62592,2011,AUSTRALIA,Surfing,M,63.0,0,2010,21
62593,2011,INDONESIA,Surfing,M,18.0,0,2010,21
62594,2011,AUSTRALIA,Swimming,M,10.0,0,2010,21
62595,2011,USA,Kayaking,M,24.0,0,2010,21
62596,2011,PAPUA NEW GUINEA,Scuba diving,M,24.0,0,2010,21
62597,2011,BRAZIL,Surfing,M,35.0,0,2010,21
62598,2011,REUNION,Free diving / spearfishing,M,42.0,0,2010,21
62599,2011,USA,Surfing,M,27.0,0,2010,21
62600,2011,SCOTLAND,Surfing,M,26.0,0,2010,21
62601,2011,SOUTH AFRICA,Diving,Unknown,24.0,0,2010,21
62602,2011,AUSTRALIA,Diving,M,32.0,1,2010,21
62603,2011,USA,Surfing,M,41.0,0,2010,21
62604,2011,AUSTRALIA,Diving,M,50.0,0,2010,21
62605,2011,USA,Surfing,M,24.0,0,2010,21
62606,2011,USA,Surfing,M,24.0,0,2010,21
62607,2011,AUSTRALIA,Swimming,M,64.0,1,2010,21
62608,2011,REUNION,Canoeing,M,51.0,0,2010,21
62609,2011,USA,Wade fishing,M,24.0,0,2010,21
62610,2011,USA,Unknown,M,29.0,0,2010,21
62611,2011,USA,Surfing,M,27.0,0,2010,21
62612,2011,DOMINICAN REPUBLIC,Fishing,M,48.0,0,2010,21
62613,2011,SOUTH AFRICA,Swimming,M,43.0,0,2010,21
62614,2011,USA,Spearfishing,M,21.0,0,2010,21
62615,2011,USA,Jumping in the waves,M,5.0,0,2010,21
62616,2011,USA,Canoeing,M,24.0,0,2010,21
62617,2011,REUNION,Body boarding,M,38.0,1,2010,21
62618,2011,KENYA,Swimming,M,17.0,1,2010,21
62619,2011,USA,Surfing,M,25.0,0,2010,21
62620,2011,USA,Surfing,M,37.0,0,2010,21
62621,2011,PAPUA NEW GUINEA,Kite Surfing,M,30.0,0,2010,21
62622,2011,USA,Surfing,Unknown,24.0,0,2010,21
62623,2011,AUSTRALIA,Body boarding,M,21.0,1,2010,21
62624,2011,USA,Surfing,M,19.0,0,2010,21
62625,2011,USA,Surfing,M,19.0,0,2010,21
62626,2011,AUSTRALIA,Swimming,M,48.0,0,2010,21
62627,2011,USA,Wade Fishing,F,39.0,0,2010,21
62628,2011,RUSSIA,"Standing, collecting sea stars",M,24.0,0,2010,21
62629,2011,USA,Surfing,M,21.0,0,2010,21
62630,2011,USA,Unknown,M,10.0,0,2010,21
62631,2011,SOUTH AFRICA,Surfing,M,49.0,1,2010,21
62632,2011,RUSSIA,Swimming,M,16.0,0,2010,21
62633,2011,USA,Wading,F,20.0,0,2010,21
62634,2011,USA,Unknown,M,12.0,0,2010,21
62635,2011,RUSSIA,Swimming,M,25.0,0,2010,21
62636,2011,FRENCH POLYNESIA,Surfing,M,32.0,0,2010,21
62637,2011,USA,Floating,M,27.0,0,2010,21
62638,2011,SEYCHELLES,Swimming or Snorkeling,M,30.0,1,2010,21
62639,2011,USA,Playing in the surf,M,7.0,0,2010,21
62640,2011,USA,Swimming,M,54.0,0,2010,21
62641,2011,SEYCHELLES,Diving,M,36.0,1,2010,21
62642,2011,BRAZIL,Swimming,M,14.0,0,2010,21
62643,2011,PHILIPPINES,Sea disaster,M,43.0,0,2010,21
62644,2011,USA,Wade Fishing,M,24.0,0,2010,21
62645,2011,SOUTH AFRICA,Surfing,M,29.0,0,2010,21
62646,2011,USA,Boogie Boarding,F,6.0,0,2010,21
62647,2011,REUNION,Kayaking or Wave skiing,M,24.0,0,2010,21
